    1  1.3003      3.5012    
    2  1.3012      3.5012    
    3  1.3020      3.5020    
    4  1.3029      3.5020    
    5  1.3037      3.5020    
    6  1.3046      3.5027    
    7  1.3054      3.5027    
    8  1.3063      3.5027    
    9  1.3071      3.5027    
   10  1.3080      3.5035    
   11  1.3089      3.5035    
   12  1.3097      3.5043    
   13  1.3106      3.5043    
   14  1.3114      3.5043    
   15  1.3123      3.5051    
   16  1.3131      3.5051    
   17  1.3140      3.5059    
   18  1.3148      3.5059    
   19  1.3157      3.5067    
   20  1.3166      3.5067    
   21  1.3174      3.5075    
   22  1.3183      3.5075    
   23  1.3191      3.5075    
   24  1.3200      3.5075    
   25  1.3208      3.5082    
   26  1.3217      3.5082    
   27  1.3225      3.5090    
   28  1.3234      3.5090    
   29  1.3243      3.5098    
   30  1.3251      3.5098    
   31  1.3260      3.5106    
   32  1.3268      3.5106    
   33  1.3277      3.5106    
   34  1.3285      3.5106    
   35  1.3294      3.5114    
   36  1.3302      3.5122    
   37  1.3311      3.5122    
   38  1.3320      3.5129    
   39  1.3328      3.5129    
   40  1.3337      3.5129    
   41  1.3345      3.5137    
   42  1.3354      3.5137    
   43  1.3362      3.5137    
   44  1.3371      3.5145    
   45  1.3379      3.5145    
   46  1.3388      3.5153    
   47  1.3397      3.5153    
   48  1.3405      3.5161    
   49  1.3414      3.5161    
   50  1.3422      3.5169    
   51  1.3431      3.5169    
   52  1.3439      3.5169    
   53  1.3448      3.5169    
   54  1.3456      3.5176    
   55  1.3465      3.5176    
   56  1.3473      3.5184    
   57  1.3482      3.5184    
   58  1.3491      3.5184    
   59  1.3499      3.5184    
   60  1.3508      3.5192    
   61  1.3516      3.5200    
   62  1.3525      3.5200    
   63  1.3533      3.5208    
   64  1.3542      3.5208    
   65  1.3550      3.5216    
   66  1.3559      3.5216    
   67  1.3568      3.5216    
   68  1.3576      3.5216    
   69  1.3585      3.5224    
   70  1.3593      3.5231    
   71  1.3602      3.5231    
   72  1.3610      3.5231    
   73  1.3619      3.5247    
   74  1.3627      3.5247    
   75  1.3636      3.5247    
   76  1.3645      3.5247    
   77  1.3653      3.5247    
   78  1.3662      3.5255    
   79  1.3670      3.5263    
   80  1.3679      3.5263    
   81  1.3687      3.5278    
   82  1.3696      3.5278    
   83  1.3704      3.5278    
   84  1.3713      3.5278    
   85  1.3722      3.5278    
   86  1.3730      3.5294    
   87  1.3739      3.5294    
   88  1.3747      3.5294    
   89  1.3756      3.5302    
   90  1.3764      3.5310    
   91  1.3773      3.5310    
   92  1.3781      3.5310    
   93  1.3790      3.5318    
   94  1.3799      3.5318    
   95  1.3807      3.5325    
   96  1.3816      3.5333    
   97  1.3824      3.5333    
   98  1.3833      3.5333    
   99  1.3841      3.5333    
  100  1.3850      3.5333    
  101  1.3858      3.5349    
  102  1.3867      3.5349    
  103  1.3876      3.5357    
  104  1.3884      3.5357    
  105  1.3893      3.5357    
  106  1.3901      3.5357    
  107  1.3910      3.5365    
  108  1.3918      3.5373    
  109  1.3927      3.5373    
  110  1.3935      3.5380    
  111  1.3944      3.5380    
  112  1.3953      3.5388    
  113  1.3961      3.5388    
  114  1.3970      3.5396    
  115  1.3978      3.5396    
  116  1.3987      3.5404    
  117  1.3995      3.5404    
  118  1.4004      3.5412    
  119  1.4012      3.5420    
  120  1.4021      3.5420    
  121  1.4029      3.5420    
  122  1.4038      3.5427    
  123  1.4047      3.5435    
  124  1.4055      3.5435    
  125  1.4064      3.5443    
  126  1.4072      3.5451    
  127  1.4081      3.5451    
  128  1.4089      3.5451    
  129  1.4098      3.5459    
  130  1.4106      3.5467    
  131  1.4115      3.5467    
  132  1.4124      3.5467    
  133  1.4132      3.5482    
  134  1.4141      3.5482    
  135  1.4149      3.5490    
  136  1.4158      3.5490    
  137  1.4166      3.5498    
  138  1.4175      3.5498    
  139  1.4183      3.5506    
  140  1.4192      3.5506    
  141  1.4201      3.5514    
