    1  1.5248      3.3559e-03
    2  1.5257      3.5879e-03
    3  1.5265      4.0407e-03
    4  1.5274      4.6134e-03
    5  1.5283      5.2015e-03
    6  1.5291      5.6443e-03
    7  1.5300      6.1249e-03
    8  1.5308      6.5971e-03
    9  1.5317      7.1588e-03
   10  1.5325      7.5971e-03
   11  1.5334      8.0622e-03
   12  1.5342      8.5557e-03
   13  1.5351      9.0124e-03
   14  1.5360      9.6354e-03
   15  1.5368      1.0150e-02
   16  1.5377      1.0612e-02
   17  1.5385      1.1096e-02
   18  1.5394      1.1602e-02
   19  1.5402      1.2130e-02
   20  1.5411      1.2589e-02
   21  1.5420      1.3066e-02
   22  1.5428      1.3560e-02
   23  1.5437      1.3969e-02
   24  1.5445      1.4390e-02
   25  1.5454      1.4824e-02
   26  1.5462      1.5271e-02
   27  1.5471      1.5732e-02
   28  1.5479      1.6206e-02
   29  1.5488      1.6695e-02
   30  1.5497      1.7198e-02
   31  1.5505      1.7717e-02
   32  1.5514      1.8251e-02
   33  1.5522      1.8662e-02
   34  1.5531      1.9083e-02
   35  1.5539      1.9658e-02
   36  1.5548      2.0101e-02
   37  1.5557      2.0708e-02
   38  1.5565      2.1174e-02
   39  1.5574      2.1651e-02
   40  1.5582      2.2139e-02
   41  1.5591      2.2638e-02
   42  1.5599      2.3148e-02
   43  1.5608      2.3670e-02
   44  1.5616      2.4203e-02
   45  1.5625      2.4565e-02
   46  1.5634      2.5306e-02
   47  1.5642      2.5685e-02
   48  1.5651      2.6069e-02
   49  1.5659      2.6459e-02
   50  1.5668      2.6855e-02
   51  1.5676      2.7461e-02
   52  1.5685      2.8079e-02
   53  1.5693      2.8500e-02
   54  1.5702      2.8926e-02
   55  1.5711      2.9359e-02
   56  1.5719      2.9798e-02
   57  1.5728      3.0470e-02
   58  1.5736      3.1156e-02
   59  1.5745      3.1623e-02
   60  1.5753      3.2096e-02
   61  1.5762      3.2819e-02
   62  1.5771      3.3310e-02
   63  1.5779      3.3809e-02
   64  1.5788      3.4315e-02
   65  1.5796      3.4315e-02
   66  1.5805      3.4829e-02
   67  1.5813      3.5350e-02
   68  1.5822      3.5879e-02
   69  1.5830      3.6416e-02
   70  1.5839      3.6961e-02
   71  1.5848      3.7236e-02
   72  1.5856      3.7514e-02
   73  1.5865      3.8359e-02
   74  1.5873      3.8645e-02
   75  1.5882      3.9224e-02
   76  1.5890      3.9811e-02
   77  1.5899      4.0407e-02
   78  1.5908      4.1011e-02
   79  1.5916      4.1625e-02
   80  1.5925      4.1935e-02
   81  1.5933      4.2563e-02
   82  1.5942      4.2880e-02
   83  1.5950      4.3522e-02
   84  1.5959      4.3847e-02
   85  1.5967      4.4503e-02
   86  1.5976      4.4835e-02
   87  1.5985      4.5169e-02
   88  1.5993      4.5845e-02
   89  1.6002      4.6531e-02
   90  1.6010      4.6878e-02
   91  1.6019      4.7579e-02
   92  1.6027      4.7934e-02
   93  1.6036      4.8292e-02
   94  1.6045      4.8652e-02
   95  1.6053      4.9380e-02
   96  1.6062      5.0119e-02
   97  1.6070      5.0492e-02
   98  1.6079      5.0869e-02
   99  1.6087      5.1630e-02
  100  1.6096      5.1630e-02
  101  1.6104      5.2403e-02
  102  1.6113      5.3187e-02
  103  1.6122      5.3584e-02
  104  1.6130      5.3983e-02
  105  1.6139      5.4791e-02
  106  1.6147      5.4791e-02
  107  1.6156      5.5611e-02
  108  1.6164      5.5611e-02
  109  1.6173      5.6443e-02
  110  1.6182      5.6864e-02
  111  1.6190      5.7288e-02
  112  1.6199      5.7288e-02
  113  1.6207      5.8146e-02
  114  1.6216      5.9016e-02
  115  1.6224      5.9456e-02
  116  1.6233      6.0346e-02
  117  1.6241      6.0795e-02
  118  1.6250      6.1705e-02
  119  1.6259      6.1705e-02
  120  1.6267      6.2629e-02
  121  1.6276      6.2629e-02
  122  1.6284      6.3566e-02
  123  1.6293      6.3566e-02
  124  1.6301      6.4517e-02
  125  1.6310      6.4998e-02
  126  1.6318      6.5483e-02
  127  1.6327      6.5971e-02
  128  1.6336      6.6463e-02
  129  1.6344      6.6463e-02
  130  1.6353      6.7458e-02
  131  1.6361      6.7458e-02
  132  1.6370      6.7458e-02
  133  1.6378      6.8467e-02
  134  1.6387      6.8467e-02
  135  1.6396      6.9492e-02
  136  1.6404      7.0010e-02
  137  1.6413      7.0532e-02
  138  1.6421      7.1058e-02
  139  1.6430      7.1588e-02
  140  1.6438      7.1588e-02
  141  1.6447      7.2121e-02
  142  1.6455      7.2659e-02
  143  1.6464      7.2659e-02
  144  1.6473      7.3747e-02
  145  1.6481      7.3747e-02
  146  1.6490      7.3747e-02
  147  1.6498      7.4850e-02
  148  1.6507      7.4850e-02
  149  1.6515      7.5408e-02
  150  1.6524      7.5971e-02
  151  1.6533      7.5971e-02
  152  1.6541      7.7108e-02
  153  1.6550      7.7108e-02
  154  1.6558      7.7108e-02
  155  1.6567      7.7108e-02
  156  1.6575      7.7682e-02
  157  1.6584      7.8262e-02
  158  1.6592      7.8262e-02
  159  1.6601      7.8845e-02
  160  1.6610      7.9433e-02
  161  1.6618      7.9433e-02
  162  1.6627      8.0025e-02
  163  1.6635      8.0622e-02
  164  1.6644      8.0622e-02
  165  1.6652      8.0622e-02
  166  1.6661      8.0622e-02
  167  1.6670      8.1223e-02
  168  1.6678      8.1828e-02
  169  1.6687      8.1828e-02
  170  1.6695      8.1828e-02
  171  1.6704      8.2438e-02
  172  1.6712      8.2438e-02
  173  1.6721      8.3053e-02
  174  1.6729      8.3672e-02
  175  1.6738      8.3672e-02
  176  1.6747      8.3672e-02
  177  1.6755      8.4296e-02
  178  1.6764      8.4296e-02
  179  1.6772      8.4924e-02
  180  1.6781      8.4924e-02
  181  1.6789      8.4924e-02
  182  1.6798      8.4924e-02
  183  1.6807      8.5557e-02
  184  1.6815      8.5557e-02
  185  1.6824      8.5557e-02
  186  1.6832      8.6195e-02
  187  1.6841      8.6195e-02
  188  1.6849      8.6838e-02
  189  1.6858      8.6838e-02
  190  1.6866      8.7485e-02
  191  1.6875      8.7485e-02
  192  1.6884      8.7485e-02
  193  1.6892      8.7485e-02
  194  1.6901      8.7485e-02
  195  1.6909      8.8138e-02
  196  1.6918      8.8138e-02
  197  1.6926      8.8138e-02
  198  1.6935      8.8138e-02
  199  1.6943      8.8138e-02
  200  1.6952      8.8138e-02
  201  1.6961      8.9457e-02
  202  1.6969      8.9457e-02
  203  1.6978      8.9457e-02
  204  1.6986      8.9457e-02
  205  1.6995      8.9457e-02
