  1.5150000e+000  2.6789185e-003  2.6859361e-003  2.6931488e-003  2.7005601e-003  2.7081740e-003  2.7159943e-003  2.7240252e-003  2.7322713e-003  2.7407371e-003  2.7494278e-003  2.7583485e-003  2.7675048e-003  2.7769024e-003  2.7865476e-003  2.7964468e-003  2.8066070e-003  2.8170352e-003  2.8277393e-003  2.8387271e-003  2.8500073e-003  2.8615888e-003  2.8734811e-003  2.8856943e-003  2.8982389e-003  2.9111262e-003  2.9243681e-003  2.9379770e-003  2.9519664e-003  2.9663502e-003  2.9811436e-003  2.9963622e-003  3.0120229e-003  3.0281437e-003  3.0447434e-003  3.0618423e-003  3.0794618e-003  3.0976249e-003  3.1163558e-003  3.1356807e-003  3.1556273e-003  3.1762251e-003  3.1975060e-003  3.2195039e-003  3.2422550e-003  3.2657983e-003  3.2901758e-003  3.3154322e-003  3.3416160e-003  3.3687792e-003  3.3969778e-003  3.4262724e-003  3.4567285e-003  3.4884167e-003  3.5214138e-003  3.5558029e-003  3.5916744e-003  3.6291267e-003  3.6682666e-003  3.7092113e-003  3.7520884e-003  3.7970377e-003  3.8442128e-003  3.8937821e-003  3.9459313e-003  4.0008650e-003  4.0588095e-003  4.1200154e-003  4.1847610e-003  4.2533557e-003  4.3261449e-003  4.4035147e-003  4.4858982e-003  4.5737822e-003  4.6677156e-003  4.7683195e-003  4.8762984e-003  4.9924548e-003  5.1177057e-003  5.2531027e-003  5.3998573e-003  5.5593703e-003  5.7332693e-003  5.9234541e-003  6.1321537e-003  6.3619975e-003  6.6161049e-003  6.8982003e-003  7.2127594e-003  7.5651998e-003  7.9621300e-003  8.4116789e-003  8.9239369e-003  9.5115536e-003  1.0190560e-002  1.0981514e-002  1.1911131e-002  1.3014629e-002  1.4339201e-002  1.5949237e-002  1.7934416e-002  2.0422559e-002
  1.5150500e+000  2.6813127e-003  2.6883858e-003  2.6956552e-003  2.7031243e-003  2.7107971e-003  2.7186776e-003  2.7267701e-003  2.7350792e-003  2.7436095e-003  2.7523661e-003  2.7613545e-003  2.7705800e-003  2.7800488e-003  2.7897670e-003  2.7997413e-003  2.8099786e-003  2.8204862e-003  2.8312720e-003  2.8423440e-003  2.8537109e-003  2.8653819e-003  2.8773667e-003  2.8896753e-003  2.9023186e-003  2.9153080e-003  2.9286555e-003  2.9423739e-003  2.9564768e-003  2.9709784e-003  2.9858940e-003  3.0012397e-003  3.0170326e-003  3.0332909e-003  3.0500338e-003  3.0672821e-003  3.0850574e-003  3.1033831e-003  3.1222841e-003  3.1417869e-003  3.1619196e-003  3.1827126e-003  3.2041981e-003  3.2264107e-003  3.2493876e-003  3.2731684e-003  3.2977958e-003  3.3233157e-003  3.3497775e-003  3.3772343e-003  3.4057434e-003  3.4353666e-003  3.4661710e-003  3.4982288e-003  3.5316184e-003  3.5664252e-003  3.6027414e-003  3.6406679e-003  3.6803144e-003  3.7218008e-003  3.7652580e-003  3.8108297e-003  3.8586733e-003  3.9089620e-003  3.9618865e-003  4.0176574e-003  4.0765074e-003  4.1386946e-003  4.2045056e-003  4.2742596e-003  4.3483129e-003  4.4270640e-003  4.5109604e-003  4.6005054e-003  4.6962671e-003  4.7988888e-003  4.9091009e-003  5.0277362e-003  5.1557472e-003  5.2942275e-003  5.4444384e-003  5.6078400e-003  5.7861311e-003  5.9812973e-003  6.1956714e-003  6.4320099e-003  6.6935885e-003  6.9843246e-003  7.3089355e-003  7.6731429e-003  8.0839418e-003  8.5499577e-003  9.0819254e-003  9.6933417e-003  1.0401365e-002  1.1228078e-002  1.2202283e-002  1.3362119e-002  1.4758935e-002  1.6463173e-002  1.8573536e-002  2.1231700e-002
  1.5151000e+000  2.6836846e-003  2.6908130e-003  2.6981386e-003  2.7056653e-003  2.7133968e-003  2.7213372e-003  2.7294910e-003  2.7378628e-003  2.7464573e-003  2.7552796e-003  2.7643353e-003  2.7736300e-003  2.7831697e-003  2.7929607e-003  2.8030098e-003  2.8133240e-003  2.8239108e-003  2.8347781e-003  2.8459341e-003  2.8573876e-003  2.8691480e-003  2.8812250e-003  2.8936289e-003  2.9063708e-003  2.9194622e-003  2.9329153e-003  2.9467432e-003  2.9609595e-003  2.9755789e-003  2.9906168e-003  3.0060897e-003  3.0220148e-003  3.0384107e-003  3.0552972e-003  3.0726949e-003  3.0906264e-003  3.1091151e-003  3.1281865e-003  3.1478676e-003  3.1681870e-003  3.1891757e-003  3.2108665e-003  3.2332947e-003  3.2564982e-003  3.2805174e-003  3.3053960e-003  3.3311807e-003  3.3579219e-003  3.3856740e-003  3.4144953e-003  3.4444493e-003  3.4756042e-003  3.5080341e-003  3.5418193e-003  3.5770468e-003  3.6138114e-003  3.6522162e-003  3.6923738e-003  3.7344069e-003  3.7784499e-003  3.8246502e-003  3.8731695e-003  3.9241856e-003  3.9778945e-003  4.0345128e-003  4.0942798e-003  4.1574614e-003  4.2243528e-003  4.2952829e-003  4.3706194e-003  4.4507736e-003  4.5362078e-003  4.6274424e-003  4.7250653e-003  4.8297426e-003  4.9422318e-003  5.0633967e-003  5.1942268e-003  5.3358595e-003  5.4896076e-003  5.6569932e-003  5.8397892e-003  6.0400707e-003  6.2602797e-003  6.5033055e-003  6.7725880e-003  7.0722482e-003  7.4072583e-003  7.7836616e-003  8.2088635e-003  8.6920177e-003  9.2445471e-003  9.8808562e-003  1.0619316e-002  1.1483654e-002  1.2504940e-002  1.3724497e-002  1.5198234e-002  1.7003272e-002  1.9248355e-002  2.2090693e-002
  1.5151500e+000  2.6859896e-003  2.6931723e-003  2.7005533e-003  2.7081364e-003  2.7159255e-003  2.7239249e-003  2.7321389e-003  2.7405723e-003  2.7492299e-003  2.7581169e-003  2.7672388e-003  2.7766014e-003  2.7862108e-003  2.7960735e-003  2.8061962e-003  2.8165861e-003  2.8272509e-003  2.8381984e-003  2.8494371e-003  2.8609759e-003  2.8728243e-003  2.8849922e-003  2.8974901e-003  2.9103291e-003  2.9235211e-003  2.9370783e-003  2.9510142e-003  2.9653425e-003  2.9800781e-003  2.9952368e-003  3.0108351e-003  3.0268909e-003  3.0434228e-003  3.0604510e-003  3.0779966e-003  3.0960823e-003  3.1147323e-003  3.1339722e-003  3.1538297e-003  3.1743339e-003  3.1955163e-003  3.2174105e-003  3.2400523e-003  3.2634803e-003  3.2877359e-003  3.3128635e-003  3.3389108e-003  3.3659293e-003  3.3939744e-003  3.4231059e-003  3.4533883e-003  3.4848916e-003  3.5176914e-003  3.5518698e-003  3.5875159e-003  3.6247267e-003  3.6636078e-003  3.7042744e-003  3.7468524e-003  3.7914795e-003  3.8383069e-003  3.8875005e-003  3.9392428e-003  3.9937354e-003  4.0512007e-003  4.1118849e-003  4.1760616e-003  4.2440347e-003  4.3161432e-003  4.3927662e-003  4.4743281e-003  4.5613062e-003  4.6542384e-003  4.7537328e-003  4.8604788e-003  4.9752613e-003  5.0989762e-003  5.2326509e-003  5.3774675e-003  5.5347919e-003  5.7062100e-003  5.8935711e-003  6.0990428e-003  6.3251797e-003  6.5750093e-003  6.8521415e-003  7.1609096e-003  7.5065513e-003  7.8954469e-003  8.3354316e-003  8.8362150e-003  9.4099464e-003  1.0071991e-002  1.0842010e-002  1.1745486e-002  1.2815924e-002  1.4098079e-002  1.5652805e-002  1.7564521e-002  1.9953020e-002  2.2992748e-002
  1.5152000e+000  2.6881826e-003  2.6954178e-003  2.7028524e-003  2.7104902e-003  2.7183352e-003  2.7263916e-003  2.7346640e-003  2.7431570e-003  2.7518757e-003  2.7608254e-003  2.7700115e-003  2.7794400e-003  2.7891171e-003  2.7990492e-003  2.8092433e-003  2.8197067e-003  2.8304470e-003  2.8414724e-003  2.8527914e-003  2.8644131e-003  2.8763470e-003  2.8886032e-003  2.9011923e-003  2.9141258e-003  2.9274154e-003  2.9410740e-003  2.9551147e-003  2.9695519e-003  2.9844006e-003  2.9996768e-003  3.0153973e-003  3.0315802e-003  3.0482446e-003  3.0654108e-003  3.0831004e-003  3.1013365e-003  3.1201436e-003  3.1395479e-003  3.1595774e-003  3.1802620e-003  3.2016335e-003  3.2237262e-003  3.2465766e-003  3.2702240e-003  3.2947106e-003  3.3200816e-003  3.3463858e-003  3.3736756e-003  3.4020075e-003  3.4314425e-003  3.4620467e-003  3.4938913e-003  3.5270537e-003  3.5616177e-003  3.5976746e-003  3.6353233e-003  3.6746721e-003  3.7158388e-003  3.7589523e-003  3.8041538e-003  3.8515981e-003  3.9014554e-003  3.9539132e-003  4.0091779e-003  4.0674783e-003  4.1290675e-003  4.1942264e-003  4.2632681e-003  4.3365414e-003  4.4144368e-003  4.4973921e-003  4.5858995e-003  4.6805146e-003  4.7818655e-003  4.8906656e-003  5.0077271e-003  5.1339786e-003  5.2704855e-003  5.4184753e-003  5.5793680e-003  5.7548138e-003  5.9467402e-003  6.1574089e-003  6.3894895e-003  6.6461506e-003  6.9311768e-003  7.2491190e-003  7.6054889e-003  8.0070139e-003  8.4619748e-003  8.9806581e-003  9.5759697e-003  1.0264280e-002  1.1066602e-002  1.2010271e-002  1.3131367e-002  1.4478302e-002  1.6117228e-002  1.8140429e-002  2.0679701e-002  2.3928384e-002
  1.5152500e+000  2.6902055e-003  2.6974914e-003  2.7049778e-003  2.7126684e-003  2.7205673e-003  2.7286788e-003  2.7370076e-003  2.7455582e-003  2.7543360e-003  2.7633461e-003  2.7725942e-003  2.7820863e-003  2.7918287e-003  2.8018279e-003  2.8120910e-003  2.8226254e-003  2.8334388e-003  2.8445394e-003  2.8559360e-003  2.8676377e-003  2.8796542e-003  2.8919958e-003  2.9046732e-003  2.9176980e-003  2.9310822e-003  2.9448387e-003  2.9589811e-003  2.9735238e-003  2.9884820e-003  3.0038719e-003  3.0197108e-003  3.0360170e-003  3.0528098e-003  3.0701098e-003  3.0879392e-003  3.1063212e-003  3.1252810e-003  3.1448449e-003  3.1650416e-003  3.1859014e-003  3.2074568e-003  3.2297426e-003  3.2527960e-003  3.2766570e-003  3.3013686e-003  3.3269768e-003  3.3535313e-003  3.3810857e-003  3.4096974e-003  3.4394288e-003  3.4703471e-003  3.5025253e-003  3.5360421e-003  3.5709834e-003  3.6074421e-003  3.6455197e-003  3.6853266e-003  3.7269835e-003  3.7706222e-003  3.8163873e-003  3.8644375e-003  3.9149470e-003  3.9681080e-003  4.0241325e-003  4.0832551e-003  4.1457356e-003  4.2118630e-003  4.2819589e-003  4.3563822e-003  4.4355350e-003  4.5198681e-003  4.6098892e-003  4.7061713e-003  4.8093631e-003  4.9202016e-003  5.0395271e-003  5.1683009e-003  5.3076272e-003  5.4587793e-003  5.6232321e-003  5.8027016e-003  5.9991943e-003  6.2150684e-003  6.4531108e-003  6.7166348e-003  7.0096043e-003  7.3367940e-003  7.7039979e-003  8.1183027e-003  8.5884508e-003  9.1253288e-003  9.7426318e-003  1.0457782e-002  1.1293216e-002  1.2278222e-002  1.3451616e-002  1.4865706e-002  1.6592331e-002  1.8732275e-002  2.1430400e-002  2.4900797e-002
  1.5153000e+000  2.6920015e-003  2.6993361e-003  2.7068722e-003  2.7146135e-003  2.7225643e-003  2.7307287e-003  2.7391116e-003  2.7477176e-003  2.7565520e-003  2.7656202e-003  2.7749279e-003  2.7844811e-003  2.7942861e-003  2.8043498e-003  2.8146791e-003  2.8252816e-003  2.8361652e-003  2.8473381e-003  2.8588093e-003  2.8705879e-003  2.8826838e-003  2.8951075e-003  2.9078698e-003  2.9209823e-003  2.9344575e-003  2.9483083e-003  2.9625484e-003  2.9771926e-003  2.9922562e-003  3.0077558e-003  3.0237088e-003  3.0401337e-003  3.0570503e-003  3.0744795e-003  3.0924437e-003  3.1109667e-003  3.1300737e-003  3.1497919e-003  3.1701502e-003  3.1911795e-003  3.2129127e-003  3.2353853e-003  3.2586353e-003  3.2827032e-003  3.3076329e-003  3.3334711e-003  3.3602686e-003  3.3880797e-003  3.4169633e-003  3.4469827e-003  3.4782066e-003  3.5107093e-003  3.5445712e-003  3.5798800e-003  3.6167305e-003  3.6552264e-003  3.6954805e-003  3.7376162e-003  3.7817683e-003  3.8280848e-003  3.8767279e-003  3.9278763e-003  3.9817267e-003  4.0384966e-003  4.0984263e-003  4.1617828e-003  4.2288626e-003  4.2999961e-003  4.3755523e-003  4.4559448e-003  4.5416378e-003  4.6331542e-003  4.7310846e-003  4.8360984e-003  4.9489567e-003  5.0705280e-003  5.2018065e-003  5.3439359e-003  5.4982358e-003  5.6662370e-003  5.8497222e-003  6.0507787e-003  6.2718628e-003  6.5158818e-003  6.7862969e-003  7.0872560e-003  7.4237645e-003  7.8019076e-003  8.2291433e-003  8.7146932e-003  9.2700682e-003  9.9097875e-003  1.0652376e-002  1.1521766e-002  1.2549313e-002  1.3776735e-002  1.5260504e-002  1.7078567e-002  1.9340902e-002  2.2206619e-002  2.5912637e-002
  1.5153500e+000  2.6935256e-003  2.7009062e-003  2.7084891e-003  2.7162783e-003  2.7242778e-003  2.7324921e-003  2.7409258e-003  2.7495840e-003  2.7584718e-003  2.7675946e-003  2.7769583e-003  2.7865690e-003  2.7964330e-003  2.8065573e-003  2.8169490e-003  2.8276157e-003  2.8385653e-003  2.8498063e-003  2.8613476e-003  2.8731986e-003  2.8853693e-003  2.8978702e-003  2.9107124e-003  2.9239078e-003  2.9374687e-003  2.9514083e-003  2.9657406e-003  2.9804805e-003  2.9956437e-003  3.0112467e-003  3.0273074e-003  3.0438445e-003  3.0608781e-003  3.0784294e-003  3.0965211e-003  3.1151773e-003  3.1344238e-003  3.1542881e-003  3.1747995e-003  3.1959893e-003  3.2178913e-003  3.2405413e-003  3.2639778e-003  3.2882423e-003  3.3133792e-003  3.3394362e-003  3.3664648e-003  3.3945205e-003  3.4236630e-003  3.4539570e-003  3.4854724e-003  3.5182848e-003  3.5524764e-003  3.5881364e-003  3.6253617e-003  3.6642580e-003  3.7049404e-003  3.7475351e-003  3.7921797e-003  3.8390254e-003  3.8882382e-003  3.9400008e-003  3.9945147e-003  4.0520023e-003  4.1127101e-003  4.1769116e-003  4.2449110e-003  4.3170472e-003  4.3936993e-003  4.4752922e-003  4.5623031e-003  4.6552700e-003  4.7548012e-003  4.8615864e-003  4.9764105e-003  5.1001698e-003  5.2338918e-003  5.3787588e-003  5.5361372e-003  5.7076130e-003  5.8950359e-003  6.1005740e-003  6.3267822e-003  6.5766883e-003  6.8539028e-003  7.1627595e-003  7.5084968e-003  7.8974950e-003  8.3375901e-003  8.8384919e-003  9.4123498e-003  1.0074529e-002  1.0844689e-002  1.1748311e-002  1.2818896e-002  1.4101192e-002  1.5656040e-002  1.7567839e-002  1.9956343e-002  2.2995932e-002  2.6948213e-002
  1.5154000e+000  2.6947325e-003  2.7021555e-003  2.7097815e-003  2.7176146e-003  2.7256589e-003  2.7339190e-003  2.7423996e-003  2.7511057e-003  2.7600425e-003  2.7692155e-003  2.7786306e-003  2.7882941e-003  2.7982124e-003  2.8083923e-003  2.8188412e-003  2.8295668e-003  2.8405770e-003  2.8518805e-003  2.8634862e-003  2.8754038e-003  2.8876432e-003  2.9002151e-003  2.9131308e-003  2.9264022e-003  2.9400419e-003  2.9540632e-003  2.9684804e-003  2.9833084e-003  2.9985631e-003  3.0142615e-003  3.0304214e-003  3.0470619e-003  3.0642034e-003  3.0818673e-003  3.1000767e-003  3.1188560e-003  3.1382314e-003  3.1582307e-003  3.1788836e-003  3.2002222e-003  3.2222803e-003  3.2450946e-003  3.2687042e-003  3.2931510e-003  3.3184803e-003  3.3447405e-003  3.3719840e-003  3.4002671e-003  3.4296507e-003  3.4602005e-003  3.4919875e-003  3.5250889e-003  3.5595883e-003  3.5955764e-003  3.6331521e-003  3.6724230e-003  3.7135067e-003  3.7565314e-003  3.8016380e-003  3.8489806e-003  3.8987287e-003  3.9510690e-003  4.0062073e-003  4.0643712e-003  4.1258128e-003  4.1908119e-003  4.2596800e-003  4.3327646e-003  4.4104542e-003  4.4931846e-003  4.5814458e-003  4.6757903e-003  4.7768435e-003  4.8853147e-003  5.0020120e-003  5.1278590e-003  5.2639151e-003  5.4114007e-003  5.5717275e-003  5.7465358e-003  5.9377407e-003  6.1475898e-003  6.3787346e-003  6.6343219e-003  6.9181095e-003  7.2346147e-003  7.5893068e-003  7.9888597e-003  8.4414857e-003  8.9573823e-003  9.5493388e-003  1.0233571e-002  1.1030883e-002  1.1968325e-002  1.3081581e-002  1.4418497e-002  1.6044407e-002  1.8050381e-002  2.0566355e-002  2.3782737e-002  2.7987275e-002
  1.5154500e+000  2.6957674e-003  2.7032308e-003  2.7108979e-003  2.7187729e-003  2.7268601e-003  2.7351639e-003  2.7436892e-003  2.7524409e-003  2.7614244e-003  2.7706453e-003  2.7801095e-003  2.7898233e-003  2.7997933e-003  2.8100263e-003  2.8205298e-003  2.8313115e-003  2.8423796e-003  2.8537427e-003  2.8654099e-003  2.8773909e-003  2.8896959e-003  2.9023356e-003  2.9153215e-003  2.9286655e-003  2.9423805e-003  2.9564799e-003  2.9709782e-003  2.9858904e-003  3.0012327e-003  3.0170222e-003  3.0332771e-003  3.0500166e-003  3.0672614e-003  3.0850332e-003  3.1033553e-003  3.1222526e-003  3.1417516e-003  3.1618804e-003  3.1826693e-003  3.2041505e-003  3.2263588e-003  3.2493309e-003  3.2731068e-003  3.2977291e-003  3.3232435e-003  3.3496995e-003  3.3771500e-003  3.4056524e-003  3.4352684e-003  3.4660650e-003  3.4981144e-003  3.5314949e-003  3.5662918e-003  3.6025973e-003  3.6405120e-003  3.6801457e-003  3.7216180e-003  3.7650599e-003  3.8106146e-003  3.8584396e-003  3.9087077e-003  3.9616096e-003  4.0173554e-003  4.0761776e-003  4.1383339e-003  4.2041106e-003  4.2738264e-003  4.3478370e-003  4.4265404e-003  4.5103833e-003  4.5998683e-003  4.6955625e-003  4.7981080e-003  4.9082340e-003  5.0267717e-003  5.1546717e-003  5.2930256e-003  5.4430919e-003  5.6063276e-003  5.7844278e-003  5.9793732e-003  6.1934913e-003  6.4295314e-003  6.6907605e-003  6.9810854e-003  7.3052097e-003  7.6688377e-003  8.0789423e-003  8.5441203e-003  9.0750688e-003  9.6852347e-003  1.0391709e-002  1.1216484e-002  1.2188234e-002  1.3344921e-002  1.4737637e-002  1.6436446e-002  1.8539484e-002  2.1187544e-002  2.4588255e-002  2.9057701e-002
